project,cell_specimen_id,link_cell_specimen,cell_specimen_name,cell_or_cluster,hemisphere,flipped,link_slice_specimen,slice_histology_well,slice_biocytin_well,slide20x_barcode ,patched_cell_container,ephys_roi_result_id,recording_date,ephys_seal_gohm,tcp_sop,ephys_qc,rna_amplification_set,rna_amplification_qc,ephys_published_at,labtracks_id,reporters,drivers,cell_reporter,structure,cortex_layer,dendrite_type,apical,pin_z_coord,nwb_ready,has_nwb_download,image_series_20x_id,image_series_20x_qc,psw_20x_annotations,layer_20x_annotations,image_series_20x_tags,link_ims_20x,check_slide,ims63x_go_no_go,ims63x_imaging_started,image_series_63x_id,image_series_63x_qc,link_ims_63x,has_morph_thumb,has_inst_thres_thumb,has_sum_thumb,has_glif1,has_glif2,has_glif3,has_glif4,has_glif5,has_biophysical,has_active_dendrite,nwb_filename,swc_filename,marker_filename,swc_published_at
mIVSCC-MET,656440106,http://lims2/specimens?id=656440106,Calb2-IRES-Cre;Sst-IRES-FlpO;Ai65-366183.04.02.01,Cell,,flipped,http://lims2/specimens?search[name]=Calb2-IRES-Cre%3BSst-IRES-FlpO%3BAi65-366183.04.02,EPhys_180102_01_B02_M,BIOCYTIN_180109_01_B02,500366853,P8S4_180103_351_A01,656440009,1/3/2018 23:25,1.913967488,V1 Coronal 107,auto_failed,A8S4_180111_06,passed,,366183,Ai65(RCFL-tdT),Calb1-IRES2-Cre Sst-IRES-FlpO,cre reporter positive,VISp,,,,,,,657483366,qc,,,,http://lims2/focal_plane_image_series?id=657483366,,,,,,,,,,,,,,,,,,,,
mIVSCC-MET,656449594,http://lims2/specimens?id=656449594,Calb2-IRES-Cre;Sst-IRES-FlpO;Ai65-366183.04.02.02,Cell,,flipped,http://lims2/specimens?search[name]=Calb2-IRES-Cre%3BSst-IRES-FlpO%3BAi65-366183.04.02,EPhys_180102_01_B02_M,BIOCYTIN_180109_01_B02,500366853,P8S4_180103_352_A01,656449579,1/3/2018 23:51,2.400468992,V1 Coronal 107,auto_failed,A8S4_180111_06,passed,,366183,Ai65(RCFL-tdT),Calb1-IRES2-Cre Sst-IRES-FlpO,cre reporter positive,VISp,,,,,,,657483366,qc,,,,http://lims2/focal_plane_image_series?id=657483366,,63x no go,,,,,,,,,,,,,,,,,,
mIVSCC-MET,662630220,http://lims2/specimens?id=662630220,Pvalb-IRES-Cre;Ai14-375844.04.01.01,Cell,,flipped,http://lims2/specimens?search[name]=Pvalb-IRES-Cre%3BAi14-375844.04.01,EPhys_180212_01_A03_M,BIOCYTIN_180220_01_A03,400161991,P1S4_180212_001_A01,662629946,2/12/2018 18:53,5.118562304,V1 Coronal 107,auto_failed,A8S4_180214_03,passed,,375844,Ai14(RCL-tdT),Pvalb-IRES-Cre,cre reporter positive,VISp,,,,,,,667229903,qc,,,,http://lims2/focal_plane_image_series?id=667229903,,,,,,,,,,,,,,,,,,,,
mIVSCC-MET,662660196,http://lims2/specimens?id=662660196,Pvalb-IRES-Cre;Ai14-375844.04.01.02,Cell,,flipped,http://lims2/specimens?search[name]=Pvalb-IRES-Cre%3BAi14-375844.04.01,EPhys_180212_01_A03_M,BIOCYTIN_180220_01_A03,400161991,P1S4_180212_002_A01,662660169,2/12/2018 19:20,2.784058368,V1 Coronal 107,auto_failed,A8S4_180214_03,failed,,375844,Ai14(RCL-tdT),Pvalb-IRES-Cre,cre reporter positive,VISp,,,,,,,667229903,qc,,,,http://lims2/focal_plane_image_series?id=667229903,,,,,,,,,,,,,,,,,,,,
mIVSCC-MET,663215754,http://lims2/specimens?id=663215754,Pvalb-IRES-Cre;Ai14-375844.05.01.01,Cell,,flipped,http://lims2/specimens?search[name]=Pvalb-IRES-Cre%3BAi14-375844.05.01,EPhys_180212_01_A04_M,BIOCYTIN_180220_01_A04,539045543,PBS4_180212_502_A01,663215414,,,V1 Coronal 107,qc,A8S4_180215_06,failed,,375844,Ai14(RCL-tdT),Pvalb-IRES-Cre,cre reporter positive,VISp,,,,,,,667230055,processing,,,,http://lims2/focal_plane_image_series?id=667230055,,,,,,,,,,,,,,,,,,,,
mIVSCC-MET,663287651,http://lims2/specimens?id=663287651,Pvalb-IRES-Cre;Ai14-375844.05.02.01,Cell,,flipped,http://lims2/specimens?search[name]=Pvalb-IRES-Cre%3BAi14-375844.05.02,EPhys_180212_01_A02_M,BIOCYTIN_180220_01_A02,400162175,PBS4_180212_501_A01,663287450,2/12/2018 18:18,3.178987264,V1 Coronal 107,auto_failed,A8S4_180215_06,failed,,375844,Ai14(RCL-tdT),Pvalb-IRES-Cre,cre reporter positive,VISp,,,,,,,667229628,processing,,,,http://lims2/focal_plane_image_series?id=667229628,,,,,,,,,,,,,,,,,,,,
mIVSCC-MET,663183797,http://lims2/specimens?id=663183797,Pvalb-IRES-Cre;Ai14-375845.03.01.01,Cell,,flipped,http://lims2/specimens?search[name]=Pvalb-IRES-Cre%3BAi14-375845.03.01,EPhys_180212_01_A06_M,BIOCYTIN_180220_01_A06,539045175,P9S4_180213_401_A01,663183617,2/13/2018 18:09,2.483585024,V1 Coronal 107,auto_failed,A8S4_180215_06,passed,,375845,Ai14(RCL-tdT),Pvalb-IRES-Cre,cre reporter positive,VISp,,,,,,,667230395,qc,,,,http://lims2/focal_plane_image_series?id=667230395,,,,,,,,,,,,,,,,,,,,
mIVSCC-MET,663193112,http://lims2/specimens?id=663193112,Pvalb-IRES-Cre;Ai14-375845.03.02.01,Cell,,flipped,http://lims2/specimens?search[name]=Pvalb-IRES-Cre%3BAi14-375845.03.02,EPhys_180212_01_A05_M,BIOCYTIN_180220_01_A05,539045727,PBS4_180213_501_A01,663192897,2/13/2018 18:15,1.208280576,V1 Coronal 107,auto_failed,A8S4_180215_06,passed,,375845,Ai14(RCL-tdT),Pvalb-IRES-Cre,,VISp,,,,,,,667230321,qc,,,,http://lims2/focal_plane_image_series?id=667230321,,,,,,,,,,,,,,,,,,,,
mIVSCC-MET,663243436,http://lims2/specimens?id=663243436,Pvalb-IRES-Cre;Ai14-375845.03.02.02,Cell,,flipped,http://lims2/specimens?search[name]=Pvalb-IRES-Cre%3BAi14-375845.03.02,EPhys_180212_01_A05_M,BIOCYTIN_180220_01_A05,539045727,PBS4_180213_502_A01,663243301,2/13/2018 18:41,2.97754752,V1 Coronal 107,auto_failed,A8S4_180215_06,failed,,375845,Ai14(RCL-tdT),Pvalb-IRES-Cre,,VISp,,,,,,,667230321,qc,,,,http://lims2/focal_plane_image_series?id=667230321,,,,,,,,,,,,,,,,,,,,
mIVSCC-MET,663269499,http://lims2/specimens?id=663269499,Pvalb-IRES-Cre;Ai14-375845.03.02.03,Cell,,flipped,http://lims2/specimens?search[name]=Pvalb-IRES-Cre%3BAi14-375845.03.02,EPhys_180212_01_A05_M,BIOCYTIN_180220_01_A05,539045727,PBS4_180213_503_A01,663269378,2/13/2018 19:05,2.40027136,V1 Coronal 107,auto_failed,A8S4_180215_06,passed,,375845,Ai14(RCL-tdT),Pvalb-IRES-Cre,,VISp,,,,,,,667230321,qc,,,,http://lims2/focal_plane_image_series?id=667230321,,,,,,,,,,,,,,,,,,,,
mIVSCC-MET,663230895,http://lims2/specimens?id=663230895,Pvalb-IRES-Cre;Ai14-375845.04.01.01,Cell,,flipped,http://lims2/specimens?search[name]=Pvalb-IRES-Cre%3BAi14-375845.04.01,EPhys_180212_01_B01_M,BIOCYTIN_180220_01_B01,539044991,P1S4_180213_001_A01,663230625,2/13/2018 18:45,4.834965504,V1 Coronal 107,auto_failed,A8S4_180215_06,failed,,375845,Ai14(RCL-tdT),Pvalb-IRES-Cre,cre reporter positive,VISp,,,,,,,667230416,processing,,,,http://lims2/focal_plane_image_series?id=667230416,,,,,,,,,,,,,,,,,,,,
mIVSCC-MET,665281605,http://lims2/specimens?id=665281605,Pvalb-IRES-Cre;Ai14-375847.03.02.01,Cell,,flipped,http://lims2/specimens?search[name]=Pvalb-IRES-Cre%3BAi14-375847.03.02,EPhys_180219_01_B02_M,BIOCYTIN_180227_01_B02,400161875,P8S4_180219_356_A01,665281590,2/19/2018 23:09,-6.904327168,V1 Coronal 107,auto_failed,A8S4_180302_10,passed,,375847,Ai14(RCL-tdT),Pvalb-IRES-Cre,cre reporter positive,VISp,,,,,,,669788697,qc,,,,http://lims2/focal_plane_image_series?id=669788697,,,,,,,,,,,,,,,,,,,,
mIVSCC-MET,665279032,http://lims2/specimens?id=665279032,Pvalb-IRES-Cre;Ai14-375847.04.01.01,Cell,,not flipped,http://lims2/specimens?search[name]=Pvalb-IRES-Cre%3BAi14-375847.04.01,EPhys_180219_01_B03_M,BIOCYTIN_180227_01_B03,400162059,P2S4_180219_051_A01,665279017,2/19/2018 22:48,3.711699456,V1 Coronal 107,auto_failed,A8S4_180227_09,passed,,375847,Ai14(RCL-tdT),Pvalb-IRES-Cre,cre reporter positive,VISp,,,,,,,669788951,qc,,,,http://lims2/focal_plane_image_series?id=669788951,,,,,,,,,,,,,,,,,,,,
mIVSCC-MET,666030065,http://lims2/specimens?id=666030065,Pvalb-IRES-Cre;Ai14-376967.03.01.01,Cell,,flipped,http://lims2/specimens?search[name]=Pvalb-IRES-Cre%3BAi14-376967.03.01,EPhys_180219_01_C04_M,BIOCYTIN_180227_01_C04,400160219,P9S4_180221_401_A01,666029884,2/21/2018 19:06,1.99935872,V1 Coronal 107,auto_failed,A8S4_180227_09,passed,,376967,Ai14(RCL-tdT),Pvalb-IRES-Cre,cre reporter positive,VISp,,,,,,,669790726,qc,,,,http://lims2/focal_plane_image_series?id=669790726,,,,,,,,,,,,,,,,,,,,
mIVSCC-MET,666046495,http://lims2/specimens?id=666046495,Pvalb-IRES-Cre;Ai14-376967.03.02.01,Cell,,flipped,http://lims2/specimens?search[name]=Pvalb-IRES-Cre%3BAi14-376967.03.02,EPhys_180219_01_C05_M,BIOCYTIN_180227_01_C05,400162979,P8S4_180221_351_A01,666046288,2/21/2018 19:15,1.238742272,V1 Coronal 107,auto_failed,A8S4_180227_09,passed,,376967,Ai14(RCL-tdT),Pvalb-IRES-Cre,cre reporter positive,VISp,,,,,,,669790968,qc,,,,http://lims2/focal_plane_image_series?id=669790968,,,,,,,,,,,,,,,,,,,,
mIVSCC-MET,666141992,http://lims2/specimens?id=666141992,Pvalb-IRES-Cre;Ai14-376967.04.01.01,Cell,,flipped,http://lims2/specimens?search[name]=Pvalb-IRES-Cre%3BAi14-376967.04.01,EPhys_180219_01_C06_M,BIOCYTIN_180227_01_C06,400163163,P2S4_180221_051_A01,666141827,2/21/2018 20:20,1.201520384,V1 Coronal 107,auto_failed,A8S4_180227_09,passed,,376967,Ai14(RCL-tdT),Pvalb-IRES-Cre,cre reporter positive,VISp,,,,,,,669791162,qc,,,,http://lims2/focal_plane_image_series?id=669791162,,,,,,,,,,,,,,,,,,,,
mIVSCC-MET,666219578,http://lims2/specimens?id=666219578,Pvalb-IRES-Cre;Ai14-376967.05.02.01,Cell,,unknown,http://lims2/specimens?search[name]=Pvalb-IRES-Cre%3BAi14-376967.05.02,EPhys_180219_01_D03_M,BIOCYTIN_180227_01_D03,400160037,PBS4_180221_504_A01,666219516,2/21/2018 22:38,1.001475392,V1 Coronal 107,auto_failed,A8S4_180227_09,passed,,376967,Ai14(RCL-tdT),Pvalb-IRES-Cre,,VISp,,,,,,,669795737,qc,,,,http://lims2/focal_plane_image_series?id=669795737,,,,,,,,,,,,,,,,,,,,
mIVSCC-MET,666222765,http://lims2/specimens?id=666222765,Pvalb-IRES-Cre;Ai14-376967.05.02.02,Cell,,unknown,http://lims2/specimens?search[name]=Pvalb-IRES-Cre%3BAi14-376967.05.02,EPhys_180219_01_D03_M,BIOCYTIN_180227_01_D03,400160037,PBS4_180221_505_A01,666222701,2/21/2018 23:00,1.94575744,V1 Coronal 107,auto_failed,A8S4_180227_09,failed,,376967,Ai14(RCL-tdT),Pvalb-IRES-Cre,,VISp,,,,,,,669795737,qc,,,,http://lims2/focal_plane_image_series?id=669795737,,,,,,,,,,,,,,,,,,,,
mIVSCC-MET,666218416,http://lims2/specimens?id=666218416,Pvalb-IRES-Cre;Ai14-376970.04.02.01,Cell,,flipped,http://lims2/specimens?search[name]=Pvalb-IRES-Cre%3BAi14-376970.04.02,EPhys_180219_01_D04_M,BIOCYTIN_180227_01_D04,400159669,P8S4_180221_354_A01,666218401,2/21/2018 22:29,1.490630912,V1 Coronal 107,auto_failed,A8S4_180227_09,passed,,376970,Ai14(RCL-tdT),Pvalb-IRES-Cre,cre reporter positive,VISp,,,,,,,669796117,qc,,,,http://lims2/focal_plane_image_series?id=669796117,,,,,,,,,,,,,,,,,,,,
mIVSCC-MET,666222399,http://lims2/specimens?id=666222399,Pvalb-IRES-Cre;Ai14-376970.04.02.02,Cell,,flipped,http://lims2/specimens?search[name]=Pvalb-IRES-Cre%3BAi14-376970.04.02,EPhys_180219_01_D04_M,BIOCYTIN_180227_01_D04,400159669,P8S4_180221_355_A01,666222345,2/21/2018 22:56,3.882889728,V1 Coronal 107,auto_failed,A8S4_180227_09,failed,,376970,Ai14(RCL-tdT),Pvalb-IRES-Cre,cre reporter positive,VISp,,,,,,,669796117,qc,,,,http://lims2/focal_plane_image_series?id=669796117,,,,,,,,,,,,,,,,,,,,
mIVSCC-MET,670070503,http://lims2/specimens?id=670070503,Pvalb-IRES-Cre;Ai14-378386.03.01.01,Cell,,flipped,http://lims2/specimens?search[name]=Pvalb-IRES-Cre%3BAi14-378386.03.01,EPhys_180305_01_C04_M,BIOCYTIN_180313_01_C04,,P1S4_180306_001_A01,670070296,3/6/2018 18:47,6.472305664,V1 Coronal 107,auto_failed,A8S4_180309_08,failed,,378386,Ai14(RCL-tdT),Pvalb-IRES-Cre,cre reporter positive,VISp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mIVSCC-MET,670106972,http://lims2/specimens?id=670106972,Pvalb-IRES-Cre;Ai14-378386.03.01.02,Cell,,flipped,http://lims2/specimens?search[name]=Pvalb-IRES-Cre%3BAi14-378386.03.01,EPhys_180305_01_C04_M,BIOCYTIN_180313_01_C04,,P1S4_180306_002_A01,670106691,3/6/2018 19:09,5.11803904,V1 Coronal 107,auto_failed,A8S4_180309_08,passed,,378386,Ai14(RCL-tdT),Pvalb-IRES-Cre,cre reporter positive,VISp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mIVSCC-MET,670091720,http://lims2/specimens?id=670091720,Pvalb-IRES-Cre;Ai14-378386.03.02.01,Cell,,flipped,http://lims2/specimens?search[name]=Pvalb-IRES-Cre%3BAi14-378386.03.02,EPhys_180305_01_C06_M,BIOCYTIN_180313_01_C06,,P2S4_180306_051_A01,670091421,3/6/2018 18:46,1.38788224,V1 Coronal 107,auto_failed,A8S4_180309_08,passed,,378386,Ai14(RCL-tdT),Pvalb-IRES-Cre,cre reporter positive,VISp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mIVSCC-MET,670153271,http://lims2/specimens?id=670153271,Pvalb-IRES-Cre;Ai14-378386.03.02.02,Cell,,flipped,http://lims2/specimens?search[name]=Pvalb-IRES-Cre%3BAi14-378386.03.02,EPhys_180305_01_C06_M,BIOCYTIN_180313_01_C06,,P2S4_180306_052_A01,670152752,3/6/2018 19:39,5.235255296,V1 Coronal 107,auto_failed,A8S4_180309_08,passed,,378386,Ai14(RCL-tdT),Pvalb-IRES-Cre,cre reporter positive,VISp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mIVSCC-MET,670084099,http://lims2/specimens?id=670084099,Pvalb-IRES-Cre;Ai14-378386.04.01.01,Cell,,flipped,http://lims2/specimens?search[name]=Pvalb-IRES-Cre%3BAi14-378386.04.01,EPhys_180305_01_C02_M,BIOCYTIN_180313_01_C02,,P9S4_180306_401_A01,670083928,3/6/2018 18:54,1.327260672,V1 Coronal 107,auto_failed,A8S4_180309_08,failed,,378386,Ai14(RCL-tdT),Pvalb-IRES-Cre,cre reporter positive,VISp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mIVSCC-MET,670066005,http://lims2/specimens?id=670066005,Pvalb-IRES-Cre;Ai14-378386.04.02.01,Cell,,flipped,http://lims2/specimens?search[name]=Pvalb-IRES-Cre%3BAi14-378386.04.02,EPhys_180305_01_C03_M,BIOCYTIN_180313_01_C03,,P8S4_180306_351_A01,670065707,3/6/2018 18:35,1.319527424,V1 Coronal 107,auto_failed,A8S4_180309_08,passed,,378386,Ai14(RCL-tdT),Pvalb-IRES-Cre,cre reporter positive,VISp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mIVSCC-MET,670096855,http://lims2/specimens?id=670096855,Pvalb-IRES-Cre;Ai14-378386.04.02.02,Cell,,flipped,http://lims2/specimens?search[name]=Pvalb-IRES-Cre%3BAi14-378386.04.02,EPhys_180305_01_C03_M,BIOCYTIN_180313_01_C03,,P8S4_180306_352_A01,670096734,3/6/2018 19:07,3.22205056,V1 Coronal 107,auto_failed,A8S4_180309_08,failed,,378386,Ai14(RCL-tdT),Pvalb-IRES-Cre,cre reporter positive,VISp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mIVSCC-MET,670126577,http://lims2/specimens?id=670126577,Pvalb-IRES-Cre;Ai14-378386.05.01.01,Cell,,flipped,http://lims2/specimens?search[name]=Pvalb-IRES-Cre%3BAi14-378386.05.01,EPhys_180305_01_C05_M,BIOCYTIN_180313_01_C05,,PAS4_180306_451_A01,670126282,3/6/2018 19:21,3.281624576,V1 Coronal 107,auto_failed,A8S4_180309_08,failed,,378386,Ai14(RCL-tdT),Pvalb-IRES-Cre,cre reporter positive,VISp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mIVSCC-MET,670589549,http://lims2/specimens?id=670589549,Pvalb-IRES-Cre;Ai14-378387.03.01.01,Cell,,flipped,http://lims2/specimens?search[name]=Pvalb-IRES-Cre%3BAi14-378387.03.01,EPhys_180305_02_A06_M,BIOCYTIN_180313_02_A06,,P9S4_180307_402_A01,670589356,3/7/2018 18:52,1.445363584,V1 Coronal 107,auto_failed,,,,378387,Ai14(RCL-tdT),Pvalb-IRES-Cre,cre reporter positive,VISp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mIVSCC-MET,670634138,http://lims2/specimens?id=670634138,Pvalb-IRES-Cre;Ai14-378387.04.01.01,Cell,,flipped,http://lims2/specimens?search[name]=Pvalb-IRES-Cre%3BAi14-378387.04.01,EPhys_180305_02_B04_M,BIOCYTIN_180313_02_B04,,P9S4_180307_403_A01,670634121,3/7/2018 19:23,1.955880704,V1 Coronal 107,auto_failed,,,,378387,Ai14(RCL-tdT),Pvalb-IRES-Cre,cre reporter positive,VISp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mIVSCC-MET,670661628,http://lims2/specimens?id=670661628,Pvalb-IRES-Cre;Ai14-378387.05.01.01,Cell,,unknown,http://lims2/specimens?search[name]=Pvalb-IRES-Cre%3BAi14-378387.05.01,EPhys_180305_02_B05_M,BIOCYTIN_180313_02_B05,,PBS4_180307_503_A01,670661613,3/7/2018 20:03,2.05178752,V1 Coronal 107,auto_failed,,,,378387,Ai14(RCL-tdT),Pvalb-IRES-Cre,,VISp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mIVSCC-MET,671544471,http://lims2/specimens?id=671544471,Pvalb-IRES-Cre;Ai14-378388.03.02.01,Cell,,flipped,http://lims2/specimens?search[name]=Pvalb-IRES-Cre%3BAi14-378388.03.02,EPhys_180305_02_D05_M,BIOCYTIN_180313_02_D05,,P8S4_180309_353_A01,671544407,3/9/2018 22:12,1.410671872,V1 Coronal 107,auto_failed,,,,378388,Ai14(RCL-tdT),Pvalb-IRES-Cre,cre reporter positive,VISp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mIVSCC-MET,671547731,http://lims2/specimens?id=671547731,Pvalb-IRES-Cre;Ai14-378388.03.02.02,Cell,,flipped,http://lims2/specimens?search[name]=Pvalb-IRES-Cre%3BAi14-378388.03.02,EPhys_180305_02_D05_M,BIOCYTIN_180313_02_D05,,P8S4_180309_354_A01,671547680,3/9/2018 22:40,1.191555328,V1 Coronal 107,auto_failed,,,,378388,Ai14(RCL-tdT),Pvalb-IRES-Cre,cre reporter positive,VISp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mIVSCC-MET,671510711,http://lims2/specimens?id=671510711,Pvalb-IRES-Cre;Ai14-378388.04.01.01,Cell,,flipped,http://lims2/specimens?search[name]=Pvalb-IRES-Cre%3BAi14-378388.04.01,EPhys_180305_02_D04_M,BIOCYTIN_180313_02_D04,,P1S4_180309_001_A01,671510426,3/9/2018 21:14,3.20740864,V1 Coronal 107,auto_failed,,,,378388,Ai14(RCL-tdT),Pvalb-IRES-Cre,cre reporter positive,VISp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mIVSCC-MET,671525403,http://lims2/specimens?id=671525403,Pvalb-IRES-Cre;Ai14-378388.04.01.02,Cell,,flipped,http://lims2/specimens?search[name]=Pvalb-IRES-Cre%3BAi14-378388.04.01,EPhys_180305_02_D04_M,BIOCYTIN_180313_02_D04,,P1S4_180309_002_A01,671525321,3/9/2018 21:35,-38.42781184,V1 Coronal 107,auto_failed,,,,378388,Ai14(RCL-tdT),Pvalb-IRES-Cre,cre reporter positive,VISp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mIVSCC-MET,671510916,http://lims2/specimens?id=671510916,Pvalb-IRES-Cre;Ai14-378388.04.02.01,Cell,,flipped,http://lims2/specimens?search[name]=Pvalb-IRES-Cre%3BAi14-378388.04.02,EPhys_180305_02_D03_M,BIOCYTIN_180313_02_D03,,P8S4_180309_351_A01,671510788,3/9/2018 21:12,1.454454272,V1 Coronal 107,auto_failed,,,,378388,Ai14(RCL-tdT),Pvalb-IRES-Cre,cre reporter positive,VISp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mIVSCC-MET,671529949,http://lims2/specimens?id=671529949,Pvalb-IRES-Cre;Ai14-378388.04.02.02,Cell,,flipped,http://lims2/specimens?search[name]=Pvalb-IRES-Cre%3BAi14-378388.04.02,EPhys_180305_02_D03_M,BIOCYTIN_180313_02_D03,,P8S4_180309_352_A01,671529883,3/9/2018 21:36,1.66256064,V1 Coronal 107,auto_failed,,,,378388,Ai14(RCL-tdT),Pvalb-IRES-Cre,cre reporter positive,VISp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mIVSCC-MET,669805339,http://lims2/specimens?id=669805339,Pvalb-IRES-Cre;Ai14-378389.02.01.01,Cell,,flipped,http://lims2/specimens?search[name]=Pvalb-IRES-Cre%3BAi14-378389.02.01,EPhys_180305_01_B04_M,BIOCYTIN_180313_01_B04,,P2S4_180305_052_A01,669805304,3/5/2018 22:27,1.231601536,V1 Coronal 107,auto_failed,A8S4_180309_08,passed,,378389,Ai14(RCL-tdT),Pvalb-IRES-Cre,cre reporter positive,VISp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mIVSCC-MET,669817511,http://lims2/specimens?id=669817511,Pvalb-IRES-Cre;Ai14-378389.03.01.01,Cell,,flipped,http://lims2/specimens?search[name]=Pvalb-IRES-Cre%3BAi14-378389.03.01,EPhys_180305_01_B03_M,BIOCYTIN_180313_01_B03,,P1S4_180305_004_A01,669817496,3/5/2018 22:58,1.257083648,V1 Coronal 107,auto_failed,A8S4_180309_08,passed,,378389,Ai14(RCL-tdT),Pvalb-IRES-Cre,cre reporter positive,VISp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mIVSCC-MET,669825289,http://lims2/specimens?id=669825289,Pvalb-IRES-Cre;Ai14-378389.03.02.01,Cell,,unknown,http://lims2/specimens?search[name]=Pvalb-IRES-Cre%3BAi14-378389.03.02,Ephys_180305_01_C01_M,BIOCYTIN_180313_01_C01,,P2S4_180305_053_A01,669825272,3/6/2018 0:28,4.00972672,V1 Coronal 107,auto_failed,A8S4_180309_08,passed,,378389,Ai14(RCL-tdT),Pvalb-IRES-Cre,cre reporter positive,VISp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mIVSCC-MET,669835270,http://lims2/specimens?id=669835270,Pvalb-IRES-Cre;Ai14-378389.03.02.02,Cell,,unknown,http://lims2/specimens?search[name]=Pvalb-IRES-Cre%3BAi14-378389.03.02,Ephys_180305_01_C01_M,BIOCYTIN_180313_01_C01,,P2S4_180305_054_A01,669835255,3/6/2018 0:59,5.876196864,V1 Coronal 107,auto_failed,A8S4_180309_08,failed,,378389,Ai14(RCL-tdT),Pvalb-IRES-Cre,cre reporter positive,VISp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mIVSCC-MET,669838950,http://lims2/specimens?id=669838950,Pvalb-IRES-Cre;Ai14-378389.03.02.03,Cell,,unknown,http://lims2/specimens?search[name]=Pvalb-IRES-Cre%3BAi14-378389.03.02,Ephys_180305_01_C01_M,BIOCYTIN_180313_01_C01,,P2S4_180305_055_A01,669838935,3/6/2018 1:36,1.497260416,V1 Coronal 107,auto_failed,A8S4_180309_08,passed,,378389,Ai14(RCL-tdT),Pvalb-IRES-Cre,cre reporter positive,VISp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mIVSCC-MET,670329639,http://lims2/specimens?id=670329639,Pvalb-IRES-Cre;Ai14-378390.03.01.01,Cell,,unknown,http://lims2/specimens?search[name]=Pvalb-IRES-Cre%3BAi14-378390.03.01,EPhys_180305_01_D05_M,BIOCYTIN_180313_01_D05,,PBS4_180306_501_A01,670329426,3/6/2018 22:23,1.221039744,V1 Coronal 107,auto_failed,A8S4_180309_08,passed,,378390,Ai14(RCL-tdT),Pvalb-IRES-Cre,,VISp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mIVSCC-MET,670342627,http://lims2/specimens?id=670342627,Pvalb-IRES-Cre;Ai14-378390.04.01.01,Cell,,flipped,http://lims2/specimens?search[name]=Pvalb-IRES-Cre%3BAi14-378390.04.01,EPhys_180305_02_A03_M,BIOCYTIN_180313_02_A03,,P2S4_180306_055_A01,670342589,3/7/2018 0:03,2.02862336,V1 Coronal 107,auto_failed,A8S4_180309_08,failed,,378390,Ai14(RCL-tdT),Pvalb-IRES-Cre,cre reporter positive,VISp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mIVSCC-MET,670348027,http://lims2/specimens?id=670348027,Pvalb-IRES-Cre;Ai14-378390.04.01.02,Cell,,flipped,http://lims2/specimens?search[name]=Pvalb-IRES-Cre%3BAi14-378390.04.01,EPhys_180305_02_A03_M,BIOCYTIN_180313_02_A03,,P2S4_180306_056_A01,670347983,3/7/2018 0:36,2.215324672,V1 Coronal 107,auto_failed,A8S4_180309_08,failed,,378390,Ai14(RCL-tdT),Pvalb-IRES-Cre,cre reporter positive,VISp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mIVSCC-MET,670343682,http://lims2/specimens?id=670343682,Pvalb-IRES-Cre;Ai14-378390.04.02.01,Cell,,unknown,http://lims2/specimens?search[name]=Pvalb-IRES-Cre%3BAi14-378390.04.02,EPhys_180305_02_A02_M,BIOCYTIN_180313_02_A02,,PBS4_180306_502_A01,670343615,,,V1 Coronal 107,qc,A8S4_180309_08,failed,,378390,Ai14(RCL-tdT),Pvalb-IRES-Cre,,VISp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
